OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0004174,1/6/2014,63,Wholesale,USD,NXH382,403,23,10,"2,378.50","23,785.00","1,879.02"
SO - 0006803,1/6/2014,106,Wholesale,USD,GUT930,808,18,7,"1,943.00","13,601.00",835.49
SO - 0007951,1/6/2014,123,Distributor,USD,NXH382,739,3,7,167.50,"1,172.50",135.68
SO - 0010640,1/6/2014,42,Export,USD,AXW291,436,17,8,"1,695.10","13,560.80",983.16
SO - 000704,1/6/2014,15,Wholesale,USD,AXW291,78,1,11,"6,184.10","68,025.10","4,638.08"
SO - 0001873,1/6/2014,74,Distributor,USD,AXW291,409,15,6,"1,072.00","6,432.00",707.52
SO - 0003789,1/6/2014,6,Wholesale,USD,AXW291,338,13,8,268.00,"2,144.00",166.16
SO - 0006831,1/6/2014,170,Wholesale,USD,GUT930,708,26,5,"1,105.50","5,527.50",563.81
SO - 0008691,1/6/2014,161,Wholesale,USD,AXW291,311,25,11,683.40,"7,517.40",314.36
SO - 0010027,1/6/2014,132,Distributor,USD,GUT930,795,15,8,"3,852.50","30,820.00","2,311.50"
SO - 0001657,1/6/2014,24,Wholesale,USD,NXH382,151,3,11,"3,041.80","33,459.80","1,551.32"
SO - 0002634,1/6/2014,149,Wholesale,USD,AXW291,591,3,7,"1,125.60","7,879.20",585.31
SO - 0003823,1/6/2014,16,Distributor,USD,NXH382,952,4,5,737.00,"3,685.00",346.39
SO - 0003867,1/6/2014,25,Wholesale,USD,GUT930,242,28,11,"5,313.10","58,444.10","2,125.24"
SO - 0004712,1/6/2014,76,Wholesale,USD,NXH382,936,5,11,"6,277.90","69,056.90","3,892.30"
SO - 0004724,1/6/2014,16,Wholesale,USD,AXW291,114,5,7,"2,572.80","18,009.60","1,132.03"
SO - 0005638,1/6/2014,54,Distributor,USD,FLR025,980,14,5,"2,613.00","13,065.00","1,045.20"
SO - 0006294,1/6/2014,94,Wholesale,USD,NXH382,630,26,6,"1,943.00","11,658.00","1,165.80"
SO - 0006475,1/6/2014,113,Distributor,USD,NXH382,596,23,7,"1,259.60","8,817.20",617.20
SO - 0007567,1/6/2014,55,Wholesale,USD,AXW291,899,9,5,"1,105.50","5,527.50",729.63
SO - 0009678,1/6/2014,52,Distributor,USD,AXW291,572,3,11,"5,159.00","56,749.00","2,785.86"
SO - 0010516,1/6/2014,109,Wholesale,USD,NXH382,244,19,6,"3,926.20","23,557.20","2,316.46"
SO - 0009396,1/6/2014,63,Distributor,USD,AXW291,856,12,10,850.90,"8,509.00",340.36
SO - 000159,1/6/2014,125,Wholesale,USD,AXW291,75,14,12,857.60,"10,291.20",686.08
SO - 000801,1/6/2014,92,Wholesale,USD,AXW291,437,26,5,"1,065.30","5,326.50",671.14
SO - 0001024,1/6/2014,121,Wholesale,USD,AXW291,757,22,12,"3,530.90","42,370.80","2,577.56"
SO - 0001978,1/6/2014,30,Distributor,USD,NXH382,245,23,12,"3,986.50","47,838.00","2,670.96"
SO - 0003609,1/6/2014,122,Distributor,USD,AXW291,377,15,8,"1,963.10","15,704.80","1,197.49"
SO - 0004511,1/6/2014,17,Distributor,USD,AXW291,396,28,10,"1,239.50","12,395.00",942.02
SO - 0005449,1/6/2014,131,Wholesale,USD,AXW291,524,20,6,"3,979.80","23,878.80","1,790.91"
SO - 0005614,1/6/2014,42,Export,USD,AXW291,270,7,7,"2,338.30","16,368.10","1,028.85"
SO - 0010750,1/6/2014,161,Distributor,USD,AXW291,579,15,10,"1,139.00","11,390.00",455.60
SO - 0008720,1/6/2014,99,Wholesale,USD,GUT930,209,25,6,268.00,"1,608.00",209.04
SO - 0010148,1/6/2014,14,Export,USD,AXW291,79,25,6,"1,005.00","6,030.00",502.50
SO - 000513,1/7/2014,26,Distributor,USD,AXW291,891,25,11,"3,946.30","43,409.30","2,012.61"
SO - 0003588,1/7/2014,142,Export,USD,AXW291,111,26,7,214.40,"1,500.80",137.22
SO - 0005064,1/7/2014,167,Distributor,USD,AXW291,650,28,8,"2,626.40","21,011.20","1,365.73"
SO - 0005739,1/7/2014,79,Wholesale,USD,AXW291,896,13,5,"1,132.30","5,661.50",600.12
SO - 0010273,1/7/2014,159,Wholesale,USD,AXW291,231,2,6,"2,418.70","14,512.20","1,910.77"
SO - 0010205,1/7/2014,134,Export,USD,FLR025,946,25,8,897.80,"7,182.40",763.13
SO - 0009690,1/7/2014,172,Export,USD,AXW291,842,13,11,871.00,"9,581.00",418.08
SO - 0009887,1/7/2014,157,Wholesale,USD,AXW291,440,4,10,737.00,"7,370.00",449.57
SO - 0008915,1/7/2014,73,Wholesale,USD,AXW291,490,8,8,"2,291.40","18,331.20","1,260.27"
SO - 0007055,1/7/2014,53,Wholesale,USD,AXW291,766,13,6,"3,691.70","22,150.20","2,178.10"
SO - 0010017,1/7/2014,175,Distributor,USD,GUT930,831,7,12,"1,246.20","14,954.40",834.95
SO - 0009046,1/7/2014,53,Wholesale,USD,NXH382,381,14,12,214.40,"2,572.80",150.08
SO - 0009328,1/7/2014,140,Export,USD,FLR025,195,26,5,"6,009.90","30,049.50","3,726.14"
SO - 0003024,1/7/2014,69,Wholesale,USD,AXW291,325,18,7,214.40,"1,500.80",147.94
SO - 0003664,1/7/2014,141,Wholesale,USD,GUT930,412,9,6,247.90,"1,487.40",138.82
SO - 0003697,1/7/2014,143,Wholesale,USD,AXW291,152,26,7,"2,532.60","17,728.20","1,874.12"
SO - 0010476,1/7/2014,125,Wholesale,USD,FLR025,617,16,7,"3,618.00","25,326.00","2,026.08"
SO - 0009256,1/7/2014,9,Export,USD,AXW291,99,20,7,"1,916.20","13,413.40","1,092.23"
SO - 0001704,1/7/2014,130,Distributor,USD,AXW291,205,25,5,207.70,"1,038.50",145.39
SO - 0009606,1/7/2014,40,Wholesale,USD,AXW291,690,15,11,"2,907.80","31,985.80","1,570.21"
SO - 0009629,1/7/2014,75,Wholesale,USD,GUT930,502,22,9,"1,051.90","9,467.10",831.00
SO - 0003054,1/7/2014,100,Distributor,USD,NXH382,183,14,11,"2,318.20","25,500.20","1,182.28"
SO - 0003456,1/7/2014,159,Wholesale,USD,GUT930,987,25,6,"3,926.20","23,557.20","2,905.39"
SO - 0003916,1/7/2014,73,Wholesale,USD,GUT930,470,21,8,"2,432.10","19,456.80","1,897.04"
SO - 0003926,1/7/2014,150,Wholesale,USD,NXH382,4,26,11,"3,993.20","43,925.20","1,836.87"
SO - 0004794,1/7/2014,16,Wholesale,USD,NXH382,424,5,9,"3,892.70","35,034.30","2,841.67"
SO - 0007055,1/7/2014,53,Wholesale,USD,AXW291,288,13,6,"3,691.70","22,150.20","2,178.10"
SO - 0009947,1/7/2014,166,Wholesale,USD,AXW291,749,13,8,"5,326.50","42,612.00","2,929.58"
SO - 0008765,1/7/2014,162,Wholesale,USD,AXW291,887,7,6,"2,485.70","14,914.20","1,889.13"
SO - 0009027,1/7/2014,79,Export,USD,AXW291,818,15,11,"1,782.20","19,604.20","1,514.87"
SO - 0002723,1/7/2014,132,Distributor,USD,GUT930,177,6,11,"3,490.70","38,397.70","1,396.28"
SO - 0003216,1/7/2014,83,Export,USD,AXW291,109,26,7,221.10,"1,547.70",119.39
SO - 0003603,1/7/2014,37,Wholesale,USD,NXH382,11,10,9,964.80,"8,683.20",501.70
SO - 0004614,1/7/2014,147,Wholesale,USD,NXH382,151,14,12,187.60,"2,251.20",150.08
SO - 0005831,1/7/2014,35,Export,USD,NXH382,376,2,5,268.00,"1,340.00",176.88
SO - 0007916,1/7/2014,99,Wholesale,USD,GUT930,188,26,5,180.90,904.50,110.35
SO - 0008484,1/7/2014,20,Wholesale,USD,GUT930,975,22,7,703.50,"4,924.50",457.28
SO - 0001627,1/8/2014,84,Distributor,USD,AXW291,868,16,10,"3,959.70","39,597.00","3,009.37"
SO - 0003949,1/8/2014,46,Wholesale,USD,AXW291,579,25,6,"3,088.70","18,532.20","2,069.43"
SO - 0003973,1/8/2014,9,Wholesale,USD,AXW291,726,14,7,"6,170.70","43,194.90","4,998.27"
SO - 0004731,1/8/2014,143,Distributor,USD,AXW291,145,25,6,"2,532.60","15,195.60","1,696.84"
SO - 0006514,1/8/2014,12,Wholesale,USD,AXW291,257,2,10,"1,078.70","10,787.00",431.48
SO - 0009692,1/8/2014,129,Distributor,USD,FLR025,29,25,5,"1,132.30","5,661.50",781.29
SO - 0002965,1/8/2014,146,Wholesale,USD,GUT930,824,18,6,167.50,"1,005.00",110.55
SO - 0008267,1/8/2014,51,Wholesale,USD,NXH382,780,23,5,"1,098.80","5,494.00",901.02
SO - 0006482,1/8/2014,109,Wholesale,USD,AXW291,788,4,8,"3,892.70","31,141.60","1,634.93"
SO - 0007247,1/8/2014,167,Wholesale,USD,GUT930,332,13,12,"3,852.50","46,230.00","2,195.93"
SO - 0007702,1/8/2014,175,Wholesale,USD,FLR025,449,25,11,"2,619.70","28,816.70","1,414.64"
SO - 0002206,1/8/2014,81,Wholesale,USD,AXW291,553,16,8,174.20,"1,393.60",109.75
SO - 0006356,1/8/2014,121,Distributor,USD,AXW291,800,21,7,"2,539.30","17,775.10","1,244.26"
SO - 0008207,1/8/2014,109,Wholesale,USD,GUT930,562,25,6,"3,859.20","23,155.20","1,852.42"
SO - 000783,1/8/2014,73,Wholesale,USD,AXW291,203,25,11,"3,865.90","42,524.90","3,092.72"
SO - 0004852,1/8/2014,152,Distributor,USD,NXH382,207,1,10,"1,681.70","16,817.00","1,378.99"
SO - 0005707,1/8/2014,64,Wholesale,USD,AXW291,363,3,6,"5,165.70","30,994.20","2,737.82"
SO - 0006143,1/8/2014,5,Distributor,USD,AXW291,571,25,6,"3,390.20","20,341.20","1,966.32"
SO - 0001155,1/8/2014,32,Wholesale,USD,AXW291,343,18,9,"1,038.50","9,346.50",643.87
SO - 0002093,1/8/2014,139,Export,USD,AXW291,526,18,9,"6,391.80","57,526.20","3,323.74"
SO - 0004127,1/8/2014,39,Export,USD,AXW291,424,15,12,"3,953.00","47,436.00","3,043.81"
SO - 0004969,1/8/2014,15,Wholesale,USD,AXW291,571,1,10,"1,045.20","10,452.00",480.79
SO - 0007882,1/8/2014,7,Distributor,USD,AXW291,50,25,6,931.30,"5,587.80",791.61
SO - 0007920,1/8/2014,156,Export,USD,FLR025,545,30,12,"2,412.00","28,944.00","1,640.16"
SO - 0010154,1/8/2014,5,Distributor,USD,FLR025,206,25,9,"2,485.70","22,371.30","1,267.71"
SO - 0010602,1/8/2014,65,Distributor,USD,FLR025,958,15,6,"2,592.90","15,557.40","2,100.25"
SO - 0002047,1/9/2014,174,Wholesale,USD,AXW291,929,10,9,"1,775.50","15,979.50",994.28
SO - 0005824,1/9/2014,112,Wholesale,USD,AXW291,988,22,6,"1,112.20","6,673.20",778.54
SO - 0006820,1/9/2014,117,Wholesale,USD,AXW291,836,25,7,"1,145.70","8,019.90",515.57
SO - 0007183,1/9/2014,144,Distributor,USD,AXW291,408,13,9,268.00,"2,412.00",222.44
SO - 0007187,1/9/2014,4,Wholesale,USD,AXW291,802,7,11,"1,031.80","11,349.80",588.13
SO - 0009579,1/9/2014,82,Wholesale,USD,GUT930,985,23,6,"1,025.10","6,150.60",635.56
SO - 0009545,1/9/2014,39,Wholesale,USD,NXH382,258,30,5,"3,839.10","19,195.50","2,956.11"
SO - 0010539,1/9/2014,74,Wholesale,USD,NXH382,174,4,8,891.10,"7,128.80",623.77
SO - 0008823,1/9/2014,156,Distributor,USD,AXW291,692,15,5,"1,058.60","5,293.00",783.36
SO - 000387,1/9/2014,11,Wholesale,USD,GUT930,17,8,5,938.00,"4,690.00",572.18
SO - 0005517,1/9/2014,116,Distributor,USD,AXW291,338,17,12,"1,058.60","12,703.20",635.16
SO - 000198,1/9/2014,19,Export,USD,FLR025,690,30,11,"2,472.30","27,195.30","1,433.93"
SO - 0003143,1/9/2014,37,Export,USD,AXW291,110,26,5,174.20,871.00,118.46
SO - 0005823,1/9/2014,36,Wholesale,USD,GUT930,110,11,12,958.10,"11,497.20",440.73
SO - 0006933,1/9/2014,49,Export,USD,NXH382,290,10,11,"2,458.90","27,047.90","1,524.52"
SO - 0009429,1/9/2014,161,Export,USD,AXW291,397,2,10,"1,125.60","11,256.00",709.13
SO - 0010633,1/9/2014,149,Wholesale,USD,AXW291,557,2,9,750.40,"6,753.60",637.84
SO - 0001436,1/9/2014,154,Distributor,USD,AXW291,310,27,7,877.70,"6,143.90",649.50
SO - 0002224,1/9/2014,170,Export,USD,FLR025,295,29,9,"3,886.00","34,974.00","2,020.72"
SO - 0005244,1/9/2014,20,Wholesale,USD,AXW291,804,18,10,"1,038.50","10,385.00",737.34
SO - 0007011,1/9/2014,140,Distributor,USD,AXW291,309,1,11,"3,524.20","38,766.20","1,515.41"
SO - 0008117,1/9/2014,122,Wholesale,USD,AXW291,374,11,11,"2,452.20","26,974.20","1,986.28"
SO - 0008092,1/9/2014,52,Wholesale,USD,AXW291,400,5,7,"1,038.50","7,269.50",498.48
SO - 000529,1/9/2014,169,Export,USD,AXW291,838,26,10,"3,966.40","39,664.00","2,776.48"
SO - 0003304,1/9/2014,90,Wholesale,USD,AXW291,408,25,12,"1,051.90","12,622.80",778.41
SO - 0003674,1/9/2014,64,Wholesale,USD,NXH382,721,26,8,737.00,"5,896.00",405.35
SO - 0005087,1/9/2014,142,Wholesale,USD,GUT930,656,4,7,"1,159.10","8,113.70",718.64
SO - 0008090,1/9/2014,33,Wholesale,USD,AXW291,405,25,10,"1,072.00","10,720.00",804.00
SO - 000256,1/9/2014,172,Wholesale,USD,GUT930,946,27,9,"1,782.20","16,039.80",980.21
SO - 0001102,1/9/2014,87,Wholesale,USD,NXH382,643,22,5,"2,291.40","11,457.00","1,603.98"
SO - 0001362,1/9/2014,48,Wholesale,USD,NXH382,514,25,12,"1,132.30","13,587.60",520.86
SO - 0004220,1/9/2014,79,Export,USD,AXW291,223,8,7,"2,673.30","18,713.10","1,122.79"
SO - 0004722,1/9/2014,84,Distributor,USD,GUT930,580,12,6,"1,045.20","6,271.20",867.52
SO - 0005205,1/9/2014,65,Wholesale,USD,AXW291,745,8,11,"2,378.50","26,163.50","1,403.32"
SO - 0007482,1/9/2014,23,Wholesale,USD,AXW291,455,20,7,"3,068.60","21,480.20","2,454.88"
SO - 0006661,1/10/2014,115,Wholesale,USD,AXW291,900,17,6,"3,370.10","20,220.60","2,257.97"
SO - 0006737,1/10/2014,175,Wholesale,USD,AXW291,282,2,6,"1,206.00","7,236.00",964.80
SO - 0008500,1/10/2014,114,Wholesale,USD,AXW291,665,8,12,"6,559.30","78,711.60","3,279.65"
SO - 0010559,1/10/2014,73,Distributor,USD,AXW291,886,10,7,"1,902.80","13,319.60","1,065.57"
SO - 0001824,1/10/2014,159,Wholesale,USD,AXW291,280,7,5,"1,031.80","5,159.00",691.31
SO - 0004948,1/10/2014,111,Wholesale,USD,AXW291,367,19,5,"3,953.00","19,765.00","2,648.51"
SO - 0007729,1/10/2014,86,Wholesale,USD,FLR025,15,11,8,"1,909.50","15,276.00",916.56
SO - 0008005,1/10/2014,34,Distributor,USD,AXW291,294,15,11,"2,847.50","31,322.50","1,395.28"
SO - 0008271,1/10/2014,48,Wholesale,USD,NXH382,980,14,5,"1,058.60","5,293.00",698.68
SO - 000227,1/10/2014,123,Wholesale,USD,GUT930,758,15,6,750.40,"4,502.40",360.19
SO - 0001946,1/10/2014,86,Distributor,USD,AXW291,578,13,7,797.30,"5,581.10",518.25
SO - 0006139,1/10/2014,74,Distributor,USD,AXW291,603,15,7,"3,865.90","27,061.30","1,701.00"
SO - 0006192,1/10/2014,49,Export,USD,AXW291,267,20,7,"2,458.90","17,212.30","1,032.74"
SO - 0006716,1/10/2014,131,Distributor,USD,AXW291,506,26,8,207.70,"1,661.60",93.47
SO - 0007171,1/10/2014,114,Wholesale,USD,AXW291,790,1,5,"5,621.30","28,106.50","3,260.35"
SO - 0007723,1/10/2014,55,Wholesale,USD,AXW291,854,25,8,"2,854.20","22,833.60","1,712.52"
SO - 0010485,1/10/2014,66,Export,USD,NXH382,93,26,6,"1,005.00","6,030.00",633.15
SO - 0009811,1/10/2014,39,Wholesale,USD,AXW291,540,26,9,958.10,"8,622.90",699.41
SO - 0009486,1/10/2014,60,Wholesale,USD,AXW291,414,27,5,"1,976.50","9,882.50","1,600.97"
SO - 0001997,1/10/2014,23,Distributor,USD,FLR025,74,15,11,"2,010.00","22,110.00",864.30
SO - 0003761,1/10/2014,175,Wholesale,USD,AXW291,450,30,10,174.20,"1,742.00",116.71
SO - 0005394,1/10/2014,37,Wholesale,USD,FLR025,696,13,5,"1,232.80","6,164.00",715.02
SO - 0005736,1/10/2014,129,Export,USD,AXW291,497,14,5,180.90,904.50,86.83
SO - 0007661,1/10/2014,131,Export,USD,GUT930,405,30,5,"5,031.70","25,158.50","4,226.63"
SO - 0008881,1/10/2014,116,Distributor,USD,NXH382,941,25,9,"1,206.00","10,854.00",747.72
SO - 0004548,1/10/2014,39,Export,USD,AXW291,980,20,6,"6,277.90","37,667.40","4,143.41"
SO - 0009226,1/10/2014,7,Distributor,USD,NXH382,589,1,5,"1,125.60","5,628.00",686.62
SO - 0001068,1/10/2014,64,Export,USD,FLR025,530,10,11,924.60,"10,170.60",656.47
SO - 0003629,1/10/2014,56,Distributor,USD,GUT930,612,3,12,"1,045.20","12,542.40",606.22
SO - 0004841,1/10/2014,113,Wholesale,USD,AXW291,89,5,8,"3,845.80","30,766.40","2,384.40"
SO - 0005511,1/10/2014,65,Wholesale,USD,GUT930,184,18,12,"2,331.60","27,979.20","1,445.59"
SO - 0005781,1/10/2014,73,Wholesale,USD,AXW291,283,8,8,"2,291.40","18,331.20","1,260.27"
SO - 0007945,1/10/2014,36,Distributor,USD,AXW291,19,15,11,"2,559.40","28,153.40","1,970.74"
SO - 0010067,1/10/2014,49,Export,USD,NXH382,152,10,11,"2,458.90","27,047.90","1,524.52"
SO - 0009461,1/10/2014,171,Wholesale,USD,AXW291,419,3,6,"4,013.30","24,079.80","2,929.71"
SO - 0009472,1/10/2014,57,Wholesale,USD,NXH382,546,14,7,"3,979.80","27,858.60","3,144.04"
SO - 0009797,1/10/2014,28,Distributor,USD,FLR025,556,17,11,964.80,"10,612.80",646.42
SO - 0002801,1/11/2014,9,Distributor,USD,AXW291,778,29,6,"1,031.80","6,190.80",412.72
SO - 0005813,1/11/2014,106,Wholesale,USD,AXW291,43,13,7,"1,159.10","8,113.70",788.19
SO - 0007632,1/11/2014,33,Distributor,USD,AXW291,404,10,10,"3,939.60","39,396.00","1,851.61"
SO - 0008224,1/11/2014,29,Distributor,USD,GUT930,59,9,12,227.80,"2,733.60",159.46
SO - 0009382,1/11/2014,40,Wholesale,USD,GUT930,311,13,11,"1,728.60","19,014.60","1,175.45"
SO - 0004793,1/11/2014,152,Distributor,USD,AXW291,601,16,12,"1,795.60","21,547.20",897.80
SO - 0005520,1/11/2014,22,Distributor,USD,AXW291,516,15,8,998.30,"7,986.40",848.56
SO - 0006055,1/11/2014,134,Wholesale,USD,AXW291,594,26,7,"2,968.10","20,776.70","1,869.90"
SO - 0008646,1/11/2014,113,Wholesale,USD,GUT930,328,5,5,"1,849.20","9,246.00","1,128.01"
SO - 0001576,1/11/2014,99,Wholesale,USD,GUT930,905,8,9,"3,906.10","35,154.90","2,538.97"
SO - 0001878,1/11/2014,1,Distributor,USD,NXH382,767,28,6,"1,835.80","11,014.80","1,083.12"
SO - 0002020,1/11/2014,79,Wholesale,USD,GUT930,573,26,11,"2,572.80","28,300.80","1,852.42"
SO - 0002914,1/11/2014,175,Wholesale,USD,AXW291,430,5,10,"3,551.00","35,510.00","2,414.68"
SO - 0003543,1/11/2014,70,Wholesale,USD,NXH382,729,15,9,"2,780.50","25,024.50","1,445.86"
SO - 0003779,1/11/2014,54,Wholesale,USD,GUT930,163,23,8,"1,715.20","13,721.60","1,011.97"
SO - 0006288,1/11/2014,95,Distributor,USD,AXW291,60,6,9,"1,038.50","9,346.50",571.18
SO - 0006341,1/11/2014,29,Export,USD,AXW291,243,26,10,"3,926.20","39,262.00","2,826.86"
SO - 0010686,1/11/2014,77,Wholesale,USD,AXW291,755,1,5,"4,006.60","20,033.00","2,043.37"
SO - 000693,1/11/2014,47,Wholesale,USD,FLR025,947,18,5,"5,567.70","27,838.50","3,229.27"
SO - 0001686,1/11/2014,31,Distributor,USD,NXH382,344,18,9,"1,976.50","17,788.50","1,264.96"
SO - 0002814,1/11/2014,28,Wholesale,USD,NXH382,681,26,7,"1,701.80","11,912.60",748.79
SO - 0003273,1/11/2014,117,Wholesale,USD,FLR025,788,15,5,871.00,"4,355.00",679.38
SO - 0004250,1/11/2014,79,Wholesale,USD,GUT930,36,24,11,"3,939.60","43,335.60","1,812.22"
SO - 0006429,1/11/2014,166,Wholesale,USD,AXW291,791,25,7,"1,159.10","8,113.70",672.28
SO - 0009035,1/11/2014,3,Wholesale,USD,AXW291,482,14,7,"3,021.70","21,151.90","1,843.24"
SO - 0001223,1/11/2014,103,Wholesale,USD,NXH382,206,25,9,"1,092.10","9,828.90",524.21
SO - 0002052,1/11/2014,119,Export,USD,GUT930,600,1,8,241.20,"1,929.60",101.30
SO - 0004022,1/11/2014,30,Distributor,USD,AXW291,905,26,8,"1,876.00","15,008.00","1,482.04"
SO - 0004272,1/11/2014,13,Wholesale,USD,FLR025,941,26,11,"2,257.90","24,836.90","1,196.69"
SO - 0007715,1/11/2014,170,Wholesale,USD,AXW291,651,2,10,"6,224.30","62,243.00","3,672.34"
SO - 0007930,1/11/2014,135,Wholesale,USD,AXW291,15,15,9,"1,045.20","9,406.80",512.15
SO - 0002821,1/11/2014,30,Wholesale,USD,NXH382,659,25,6,"1,936.30","11,617.80","1,103.69"
SO - 0002893,1/11/2014,78,Wholesale,USD,AXW291,960,25,9,"1,688.40","15,195.60",861.08
SO - 0003162,1/11/2014,168,Wholesale,USD,NXH382,10,26,11,"1,909.50","21,004.50","1,451.22"
SO - 0004124,1/11/2014,165,Wholesale,USD,AXW291,949,26,9,221.10,"1,989.90",134.87
SO - 0006559,1/11/2014,1,Wholesale,USD,AXW291,74,17,8,"1,118.90","8,951.20",615.40
SO - 0008130,1/11/2014,137,Export,USD,AXW291,292,25,10,"2,338.30","23,383.00","1,099.00"
SO - 000992,1/12/2014,31,Export,USD,AXW291,580,13,7,"3,912.80","27,389.60","2,778.09"
SO - 0010649,1/12/2014,148,Wholesale,USD,FLR025,804,2,6,"1,782.20","10,693.20","1,051.50"
SO - 0009852,1/12/2014,12,Export,USD,FLR025,41,20,8,917.90,"7,343.20",541.56
SO - 000542,1/12/2014,158,Distributor,USD,AXW291,55,1,7,"1,132.30","7,926.10",871.87
SO - 000964,1/12/2014,50,Wholesale,USD,AXW291,562,19,10,268.00,"2,680.00",123.28
SO - 0002743,1/12/2014,27,Wholesale,USD,AXW291,314,16,12,"3,879.30","46,551.60","3,142.23"
SO - 0005736,1/12/2014,129,Export,USD,AXW291,411,14,5,180.90,904.50,86.83
SO - 0006639,1/12/2014,128,Wholesale,USD,AXW291,508,26,5,"1,025.10","5,125.50",717.57
SO - 0006721,1/12/2014,31,Wholesale,USD,AXW291,730,26,8,"3,477.30","27,818.40","1,947.29"
SO - 0007082,1/12/2014,109,Wholesale,USD,AXW291,449,7,8,"3,711.80","29,694.40","2,375.55"
SO - 0007581,1/12/2014,117,Distributor,USD,GUT930,321,12,12,998.30,"11,979.60",628.93
SO - 0007731,1/12/2014,66,Export,USD,AXW291,74,4,10,951.40,"9,514.00",608.90
SO - 0001867,1/12/2014,160,Wholesale,USD,AXW291,407,1,12,"2,566.10","30,793.20","1,693.63"
SO - 0002727,1/12/2014,43,Export,USD,FLR025,571,4,9,"1,005.00","9,045.00",854.25
SO - 0003003,1/12/2014,84,Distributor,USD,NXH382,760,13,7,"2,425.40","16,977.80","1,576.51"
SO - 0004822,1/12/2014,18,Wholesale,USD,NXH382,578,7,11,991.60,"10,907.60",813.11
SO - 000125,1/12/2014,127,Wholesale,USD,GUT930,649,25,12,268.00,"3,216.00",131.32
SO - 0001351,1/12/2014,10,Distributor,USD,AXW291,804,18,6,"1,018.40","6,110.40",712.88
SO - 0001391,1/12/2014,71,Wholesale,USD,GUT930,415,17,10,"3,912.80","39,128.00","1,995.53"
SO - 0002072,1/12/2014,113,Wholesale,USD,NXH382,794,2,12,"2,519.20","30,230.40","1,713.06"
SO - 0002750,1/12/2014,147,Wholesale,USD,NXH382,718,13,10,"2,231.10","22,311.00","1,316.35"
SO - 0003589,1/12/2014,98,Wholesale,USD,NXH382,690,1,6,254.60,"1,527.60",178.22
SO - 0003969,1/12/2014,149,Wholesale,USD,GUT930,728,19,8,884.40,"7,075.20",601.39
SO - 0004092,1/12/2014,43,Wholesale,USD,NXH382,192,3,8,247.90,"1,983.20",205.76
SO - 0006247,1/12/2014,101,Distributor,USD,AXW291,770,3,7,"1,675.00","11,725.00","1,323.25"
SO - 0009552,1/12/2014,55,Wholesale,USD,GUT930,70,6,12,214.40,"2,572.80",143.65
SO - 0008546,1/12/2014,101,Export,USD,AXW291,247,16,7,757.10,"5,299.70",499.69
SO - 0009271,1/12/2014,100,Export,USD,AXW291,946,25,5,"2,666.60","13,333.00","1,093.31"
SO - 0001875,1/12/2014,107,Wholesale,USD,GUT930,816,25,10,"3,825.70","38,257.00","2,333.68"
SO - 0002144,1/12/2014,6,Distributor,USD,AXW291,219,17,11,"1,125.60","12,381.60",619.08
SO - 0004825,1/12/2014,107,Distributor,USD,GUT930,184,17,5,"3,865.90","19,329.50","2,164.90"
SO - 0005129,1/12/2014,5,Export,USD,NXH382,236,28,8,"6,318.10","50,544.80","4,738.58"
SO - 0006307,1/12/2014,41,Distributor,USD,AXW291,921,12,11,"5,902.70","64,929.70","3,069.40"
SO - 0007921,1/12/2014,43,Export,USD,FLR025,257,25,7,"6,050.10","42,350.70","3,509.06"
SO - 0002974,1/12/2014,156,Wholesale,USD,GUT930,255,6,8,"1,695.10","13,560.80","1,186.57"
SO - 0003668,1/12/2014,134,Wholesale,USD,GUT930,711,2,5,"2,519.20","12,596.00","1,864.21"
SO - 0003865,1/12/2014,33,Distributor,USD,GUT930,662,2,10,911.20,"9,112.00",728.96
SO - 0006213,1/12/2014,67,Distributor,USD,GUT930,770,12,10,"5,266.20","52,662.00","4,160.30"
SO - 0002398,1/13/2014,125,Wholesale,USD,AXW291,756,30,12,"1,996.60","23,959.20","1,637.21"
SO - 0002741,1/13/2014,9,Wholesale,USD,AXW291,307,13,9,"1,775.50","15,979.50","1,473.67"
SO - 0003918,1/13/2014,93,Wholesale,USD,AXW291,821,26,6,"1,105.50","6,633.00",851.24
SO - 0004955,1/13/2014,51,Export,USD,AXW291,716,5,8,"5,561.00","44,488.00","2,335.62"
SO - 0005615,1/13/2014,59,Wholesale,USD,AXW291,892,20,5,"3,939.60","19,698.00","2,087.99"
SO - 0010423,1/13/2014,121,Wholesale,USD,GUT930,222,27,7,"3,986.50","27,905.50","2,989.88"
SO - 0009182,1/13/2014,97,Distributor,USD,NXH382,355,1,12,"3,825.70","45,908.40","3,175.33"
SO - 0009669,1/13/2014,109,Wholesale,USD,NXH382,551,6,10,"1,286.40","12,864.00",514.56
SO - 0009582,1/13/2014,106,Wholesale,USD,AXW291,354,17,9,"6,190.80","55,717.20","3,900.20"
SO - 0001700,1/13/2014,138,Wholesale,USD,AXW291,204,1,8,857.60,"6,860.80",686.08
SO - 0002552,1/13/2014,33,Wholesale,USD,NXH382,577,25,6,"3,892.70","23,356.20","1,829.57"
SO - 0007902,1/13/2014,153,Distributor,USD,AXW291,627,1,10,"5,299.70","52,997.00","3,444.81"
